status,funding_rounds,funding_total_usd,milestones,relationships,age,success_status,success_binary
acquired,,,,1.0,11.33,1,1
operating,3.0,1225000.0,1.0,8.0,8.0,0,0
acquired,,,,,7.0,1,1
operating,,,1.0,4.0,6.19,0,0
operating,,,1.0,5.0,7.25,0,0
operating,1.0,5000000.0,1.0,,7.0,0,0
operating,2.0,19400000.0,1.0,10.0,4.0,0,0
operating,1.0,4360000.0,,,10.0,0,0
operating,2.0,7250000.0,,2.0,4.0,0,0
operating,,,,,7.0,0,0
operating,,,1.0,17.0,57.0,0,0
operating,,,3.0,3.0,14.0,0,0
acquired,8.0,74311925.0,,21.0,8.84,1,1
ipo,1.0,45000000.0,4.0,35.0,17.0,1,1
closed,,,,2.0,1.49,0,0
closed,1.0,40000.0,,3.0,0.71,0,0
operating,1.0,800000.0,,5.0,7.0,0,0
operating,,,1.0,2.0,7.0,0,0
operating,,,2.0,1.0,3.95,0,0
acquired,1.0,,2.0,5.0,4.0,1,1
operating,,,,7.0,5.08,0,0
operating,,,,1.0,17.0,0,0
operating,2.0,23630.0,1.0,,6.08,0,0
operating,,,,9.0,22.0,0,0
operating,3.0,1300000.0,1.0,11.0,5.0,0,0
operating,,,1.0,1.0,13.16,0,0
operating,1.0,3000000.0,3.0,10.0,4.16,0,0
operating,2.0,450000.0,1.0,7.0,3.75,0,0
operating,2.0,37999998.0,2.0,2.0,18.0,0,0
acquired,,,1.0,4.0,10.08,1,1
operating,,,,1.0,3.99,0,0
operating,1.0,170000.0,,2.0,4.0,0,0
operating,3.0,8200000.0,1.0,6.0,6.0,0,0
operating,2.0,4473279.0,1.0,8.0,5.0,0,0
operating,1.0,8000000.0,,2.0,7.0,0,0
operating,,,1.0,2.0,5.0,0,0
operating,,,1.0,2.0,7.0,0,0
acquired,1.0,314960000.0,1.0,3.0,7.0,1,1
operating,3.0,15500000.0,3.0,18.0,9.91,0,0
operating,2.0,6616935.0,,2.0,7.0,0,0
operating,1.0,24000000.0,,2.0,7.0,0,0
operating,,,,,7.0,0,0
operating,,,,2.0,10.82,0,0
operating,,,,5.0,7.0,0,0
operating,,,1.0,3.0,7.0,0,0
acquired,,,2.0,8.0,17.0,1,1
operating,,,,2.0,7.0,0,0
operating,,,1.0,,10.0,0,0
operating,1.0,,,,7.0,0,0
operating,,,1.0,4.0,20.0,0,0
operating,,,,,3.42,0,0
operating,,,2.0,7.0,44.0,0,0
operating,,,,,24.58,0,0
operating,,,,3.0,7.0,0,0
operating,,,1.0,1.0,4.0,0,0
acquired,,,1.0,1.0,3.58,1,1
acquired,1.0,75000000.0,4.0,4.0,5.0,1,1
operating,,,1.0,3.0,6.75,0,0
operating,,,,,9.67,0,0
operating,,,,1.0,7.0,0,0
operating,2.0,17500000.0,1.0,11.0,8.0,0,0
operating,,,,2.0,7.0,0,0
acquired,,,,1.0,7.0,1,1
operating,,,2.0,3.0,7.71,0,0
acquired,,,,,7.0,1,1
operating,,,1.0,2.0,8.15,0,0
operating,3.0,34500000.0,1.0,7.0,8.0,0,0
operating,,,,2.0,7.0,0,0
operating,3.0,40100000.0,,13.0,5.0,0,0
operating,,,,,12.84,0,0
operating,1.0,1600000.0,1.0,,7.0,0,0
operating,,,1.0,3.0,3.75,0,0
operating,,,1.0,8.0,36.0,0,0
operating,1.0,120000.0,1.0,3.0,6.58,0,0
operating,1.0,3600000.0,,,7.0,0,0
operating,,,1.0,6.0,4.84,0,0
operating,1.0,18000000.0,,,7.0,0,0
operating,,,1.0,,7.0,0,0
operating,,,,1.0,7.0,0,0
acquired,,,2.0,4.0,3.88,1,1
operating,1.0,500000.0,,,7.0,0,0
operating,,,,3.0,5.0,0,0
operating,,,1.0,1.0,3.64,0,0
operating,1.0,250000.0,2.0,1.0,5.25,0,0
operating,,,,1.0,8.86,0,0
operating,,,,,8.0,0,0
operating,,,1.0,3.0,3.74,0,0
operating,,,1.0,1.0,7.0,0,0
operating,1.0,,,27.0,8.58,0,0
operating,3.0,4500000.0,2.0,9.0,4.16,0,0
operating,,,,,5.75,0,0
operating,2.0,16450000.0,1.0,7.0,14.77,0,0
operating,2.0,16400000.0,,4.0,14.0,0,0
operating,,,,,4.25,0,0
operating,,,1.0,1.0,7.0,0,0
operating,,,2.0,4.0,4.91,0,0
operating,,,1.0,,6.0,0,0
operating,3.0,7481854.0,3.0,10.0,7.0,0,0
acquired,2.0,7000000.0,2.0,6.0,3.58,1,1
operating,7.0,332000000.0,2.0,12.0,8.0,0,0
operating,1.0,1200000.0,1.0,1.0,15.0,0,0
operating,,,,,7.16,0,0
operating,,,,,13.42,0,0
operating,,,,1.0,7.59,0,0
operating,,,1.0,10.0,7.0,0,0
operating,1.0,225000.0,2.0,3.0,3.59,0,0
operating,,,1.0,10.0,5.83,0,0
operating,,,1.0,2.0,5.01,0,0
operating,,,1.0,2.0,16.0,0,0
operating,,,2.0,2.0,3.5,0,0
operating,,,1.0,1.0,9.99,0,0
acquired,,,,1.0,7.0,1,1
operating,,,2.0,2.0,68.0,0,0
operating,,,2.0,2.0,6.33,0,0
operating,,,,1.0,7.0,0,0
operating,,,1.0,2.0,9.42,0,0
operating,,,,,21.08,0,0
acquired,,,,2.0,7.0,1,1
operating,3.0,7575000.0,,5.0,5.0,0,0
operating,,,,1.0,8.67,0,0
operating,5.0,1415000.0,1.0,8.0,4.08,0,0
operating,,,2.0,1.0,5.0,0,0
operating,,,1.0,4.0,4.33,0,0
operating,1.0,7000000.0,2.0,3.0,9.71,0,0
operating,2.0,1600000.0,2.0,11.0,3.42,0,0
operating,,,2.0,2.0,6.0,0,0
operating,,,1.0,4.0,7.82,0,0
operating,,,1.0,2.0,3.58,0,0
operating,,,1.0,1.0,4.33,0,0
operating,,,1.0,1.0,7.0,0,0
operating,,,,2.0,33.0,0,0
operating,,,,,7.0,0,0
ipo,,,4.0,96.0,20.0,1,1
operating,,,,,13.0,0,0
operating,,,1.0,2.0,19.0,0,0
operating,,,1.0,1.0,17.5,0,0
operating,,,1.0,,7.0,0,0
operating,,,1.0,3.0,4.0,0,0
operating,1.0,175000.0,1.0,8.0,3.25,0,0
operating,,,,1.0,9.0,0,0
operating,,,,2.0,16.79,0,0
operating,,,1.0,9.0,44.0,0,0
operating,1.0,500000.0,,7.0,14.58,0,0
operating,,,1.0,5.0,4.0,0,0
operating,,,1.0,3.0,4.0,0,0
operating,,,1.0,6.0,5.0,0,0
operating,,,1.0,1.0,14.0,0,0
operating,,,,,15.0,0,0
operating,4.0,36976464.0,1.0,8.0,4.0,0,0
operating,,,,,7.0,0,0
operating,1.0,,1.0,1.0,7.0,0,0
operating,1.0,2700000.0,2.0,7.0,13.0,0,0
operating,1.0,,1.0,,5.0,0,0
operating,,,1.0,2.0,6.25,0,0
operating,1.0,9400000.0,,4.0,15.0,0,0
operating,,,1.0,1.0,15.49,0,0
operating,1.0,250000.0,2.0,6.0,4.33,0,0
operating,,,,1.0,10.09,0,0
acquired,1.0,,2.0,5.0,2.23,1,1
operating,,,,2.0,11.25,0,0
operating,,,1.0,4.0,20.0,0,0
operating,,,1.0,4.0,5.0,0,0
operating,,,,2.0,1.75,0,0
operating,1.0,525000.0,,1.0,13.0,0,0
operating,,,1.0,2.0,3.5,0,0
acquired,,,,1.0,7.0,1,1
operating,,,1.0,1.0,3.66,0,0
operating,,,,4.0,6.67,0,0
operating,3.0,6025000.0,1.0,2.0,7.0,0,0
operating,,,1.0,4.0,18.0,0,0
operating,,,1.0,2.0,3.67,0,0
acquired,,,,,7.0,1,1
operating,3.0,19073747.0,1.0,13.0,6.0,0,0
operating,,,,,12.0,0,0
operating,,,,,7.0,0,0
operating,3.0,18999999.0,2.0,11.0,6.0,0,0
operating,1.0,1500000.0,1.0,5.0,10.0,0,0
operating,,,,,22.0,0,0
operating,,,1.0,7.0,37.0,0,0
operating,,,,3.0,4.0,0,0
operating,,,,,7.0,0,0
operating,,,,,7.0,0,0
operating,,,1.0,4.0,4.33,0,0
operating,1.0,46400000.0,,7.0,7.0,0,0
operating,4.0,6350000.0,1.0,3.0,8.0,0,0
operating,1.0,10000000.0,1.0,4.0,5.0,0,0
operating,,,,4.0,17.58,0,0
operating,,,,2.0,7.0,0,0
operating,,,,,10.0,0,0
operating,,,,,10.0,0,0
operating,1.0,20000000.0,2.0,7.0,20.84,0,0
operating,3.0,23000000.0,3.0,11.0,6.46,0,0
operating,,,2.0,1.0,4.33,0,0
operating,,,2.0,2.0,9.91,0,0
operating,2.0,3500000.0,3.0,4.0,4.84,0,0
operating,,,,,4.67,0,0
operating,1.0,1500000.0,2.0,7.0,3.42,0,0
operating,,,1.0,,4.77,0,0
operating,,,,,8.5,0,0
operating,,,,1.0,7.0,0,0
closed,3.0,10125000.0,2.0,5.0,8.3,0,0
acquired,,,,,7.0,1,1
operating,,,,1.0,7.0,0,0
operating,,,2.0,2.0,4.0,0,0
operating,,,,1.0,8.58,0,0
operating,,,,,4.0,0,0
operating,,,,1.0,7.0,0,0
acquired,2.0,49250000.0,1.0,4.0,7.0,1,1
operating,,,,,16.0,0,0
operating,1.0,700000.0,,1.0,7.0,0,0
operating,1.0,250000.0,1.0,2.0,4.0,0,0
operating,1.0,2100000.0,2.0,5.0,4.67,0,0
operating,,,1.0,4.0,11.0,0,0
operating,,,,,7.84,0,0
operating,,,1.0,2.0,15.0,0,0
operating,1.0,120000.0,,1.0,10.0,0,0
operating,,,,,6.0,0,0
operating,2.0,6500000.0,1.0,7.0,7.0,0,0
operating,1.0,1000000.0,1.0,3.0,3.71,0,0
acquired,,,3.0,22.0,20.0,1,1
operating,,,,,12.0,0,0
operating,1.0,25000000.0,1.0,11.0,11.0,0,0
operating,,,,,7.0,0,0
operating,,,1.0,1.0,7.0,0,0
operating,,,1.0,2.0,7.0,0,0
operating,,,,1.0,3.46,0,0
operating,1.0,800000.0,3.0,4.0,3.99,0,0
operating,,,1.0,3.0,4.5,0,0
operating,,,1.0,4.0,6.87,0,0
operating,,,1.0,3.0,3.43,0,0
operating,1.0,250000.0,1.0,1.0,7.0,0,0
operating,3.0,,2.0,5.0,3.67,0,0
operating,,,1.0,3.0,5.33,0,0
operating,,,,1.0,7.0,0,0
operating,,,1.0,3.0,4.55,0,0
closed,3.0,47218498.0,,4.0,9.0,0,0
operating,2.0,14300000.0,1.0,2.0,13.0,0,0
acquired,,,1.0,3.0,9.0,1,1
operating,,,1.0,1.0,7.0,0,0
operating,2.0,55000000.0,1.0,9.0,17.0,0,0
acquired,,,,4.0,7.0,1,1
operating,,,,1.0,7.0,0,0
operating,,,1.0,7.0,5.71,0,0
operating,,,,2.0,6.37,0,0
operating,,,1.0,2.0,3.42,0,0
acquired,,,4.0,19.0,7.0,1,1
operating,2.0,22400000.0,,16.0,19.0,0,0
operating,,,1.0,1.0,3.75,0,0
operating,2.0,10455481.0,1.0,5.0,4.0,0,0
operating,,,1.0,1.0,7.0,0,0
operating,1.0,1253000.0,1.0,6.0,18.0,0,0
operating,1.0,625000.0,1.0,3.0,5.0,0,0
operating,,,1.0,3.0,14.0,0,0
operating,,,1.0,2.0,4.42,0,0
operating,2.0,383000.0,1.0,1.0,10.0,0,0
closed,2.0,1708000.0,3.0,4.0,5.41,0,0
operating,,,,,31.0,0,0
operating,,,1.0,5.0,4.5,0,0
operating,1.0,100000.0,2.0,4.0,3.84,0,0
operating,1.0,300000.0,,9.0,2.16,0,0
operating,,,1.0,4.0,3.24,0,0
acquired,1.0,650000.0,2.0,2.0,6.32,1,1
operating,5.0,465000.0,2.0,9.0,3.39,0,0
operating,4.0,19700000.0,1.0,8.0,4.5,0,0
operating,,,4.0,13.0,26.33,0,0
operating,1.0,639773.0,,3.0,7.0,0,0
closed,,,1.0,4.0,0.84,0,0
operating,1.0,1800000.0,,,7.0,0,0
operating,2.0,8500000.0,,2.0,7.0,0,0
operating,,,2.0,4.0,7.0,0,0
operating,1.0,14400000.0,,3.0,7.0,0,0
operating,,,2.0,14.0,7.0,0,0
operating,,,1.0,,7.0,0,0
operating,2.0,13500000.0,2.0,13.0,7.0,0,0
operating,,,2.0,3.0,17.0,0,0
operating,4.0,46000000.0,4.0,29.0,8.75,0,0
acquired,3.0,,1.0,8.0,14.83,1,1
operating,,,,,3.5,0,0
operating,,,,1.0,10.0,0,0
operating,1.0,53000000.0,1.0,3.0,8.0,0,0
operating,1.0,27500000.0,,12.0,9.0,0,0
operating,1.0,575000.0,1.0,4.0,12.0,0,0
operating,,,,2.0,5.0,0,0
acquired,,,,1.0,7.0,1,1
operating,,,1.0,4.0,30.0,0,0
operating,3.0,42150000.0,2.0,5.0,17.0,0,0
operating,,,,,5.0,0,0
operating,,,1.0,1.0,19.0,0,0
closed,1.0,1000000.0,,2.0,7.0,0,0
operating,,,1.0,1.0,2.41,0,0
operating,4.0,394500.0,1.0,3.0,5.16,0,0
operating,1.0,1000000.0,3.0,3.0,3.89,0,0
operating,,,,,7.0,0,0
operating,,,,,7.0,0,0
operating,,,,,11.0,0,0
acquired,,,1.0,2.0,21.0,1,1
operating,,,1.0,3.0,7.0,0,0
operating,,,,1.0,17.0,0,0
operating,2.0,8430758.0,,1.0,7.0,0,0
acquired,,,,,7.0,1,1
operating,,,,4.0,7.0,0,0
operating,1.0,,,2.0,3.75,0,0
operating,,,1.0,1.0,3.42,0,0
ipo,1.0,97312471.0,4.0,162.0,33.0,1,1
operating,,,1.0,3.0,13.0,0,0
operating,,,3.0,2.0,3.33,0,0
operating,1.0,1000000.0,2.0,2.0,3.75,0,0
operating,,,2.0,5.0,7.28,0,0
operating,1.0,75000.0,1.0,4.0,5.0,0,0
operating,,,1.0,1.0,13.0,0,0
operating,2.0,45000000.0,2.0,10.0,5.0,0,0
operating,,,1.0,3.0,11.67,0,0
operating,,,2.0,2.0,5.0,0,0
operating,1.0,300000.0,1.0,3.0,3.25,0,0
operating,,,,2.0,7.0,0,0
operating,1.0,,2.0,3.0,6.49,0,0
operating,,,,1.0,5.0,0,0
operating,,,,,19.0,0,0
operating,2.0,4500000.0,2.0,3.0,3.67,0,0
operating,3.0,11900000.0,2.0,8.0,5.0,0,0
operating,1.0,3000000.0,2.0,6.0,4.25,0,0
operating,1.0,,,7.0,9.58,0,0
operating,,,1.0,1.0,53.0,0,0
operating,1.0,4500000.0,,1.0,7.0,0,0
operating,,,,,3.58,0,0
operating,,,,,8.0,0,0
operating,,,1.0,1.0,7.0,0,0
operating,5.0,8770000.0,1.0,4.0,8.42,0,0
operating,1.0,2000000.0,2.0,13.0,3.69,0,0
operating,,,,,7.0,0,0
operating,,,,1.0,7.0,0,0
operating,1.0,1200000.0,2.0,3.0,13.0,0,0
operating,2.0,400000.0,1.0,10.0,4.0,0,0
operating,,,1.0,4.0,7.16,0,0
acquired,1.0,30000000.0,3.0,13.0,14.0,1,1
operating,,,,1.0,7.0,0,0
operating,,,,1.0,19.0,0,0
operating,,,1.0,1.0,3.91,0,0
operating,,,,2.0,5.0,0,0
operating,,,2.0,1.0,2.31,0,0
operating,,,1.0,2.0,7.0,0,0
operating,1.0,230981.0,1.0,2.0,10.0,0,0
operating,1.0,,,3.0,5.67,0,0
operating,,,1.0,7.0,3.67,0,0
operating,,,1.0,1.0,3.42,0,0
acquired,,,,,7.0,1,1
operating,,,,2.0,18.0,0,0
operating,,,,1.0,15.0,0,0
operating,1.0,250000.0,,,7.0,0,0
operating,,,,,7.0,0,0
operating,3.0,13625000.0,1.0,,4.0,0,0
operating,,,1.0,1.0,7.0,0,0
operating,,,,1.0,7.0,0,0
operating,,,1.0,,16.0,0,0
acquired,1.0,6000000.0,2.0,3.0,8.08,1,1
operating,,,,,4.0,0,0
operating,,,2.0,8.0,17.0,0,0
operating,,,,,7.91,0,0
ipo,1.0,12500000.0,2.0,12.0,22.0,1,1
operating,1.0,4500000.0,,1.0,5.0,0,0
operating,,,,,21.0,0,0
operating,,,,,7.0,0,0
operating,1.0,5000.0,1.0,2.0,3.52,0,0
operating,,,2.0,4.0,3.08,0,0
operating,,,,1.0,7.0,0,0
acquired,,,2.0,3.0,4.64,1,1
operating,2.0,7200000.0,3.0,5.0,9.0,0,0
operating,2.0,11020000.0,3.0,20.0,16.0,0,0
operating,,,1.0,,18.0,0,0
operating,,,,2.0,6.37,0,0
operating,,,,,4.0,0,0
operating,4.0,44000000.0,3.0,8.0,15.84,0,0
operating,,,1.0,4.0,4.33,0,0
operating,,,,5.0,3.39,0,0
operating,2.0,20000000.0,1.0,5.0,3.86,0,0
operating,1.0,15500.0,,,3.03,0,0
operating,3.0,6953002.0,,6.0,8.0,0,0
operating,4.0,16500000.0,1.0,1.0,7.0,0,0
operating,,,1.0,4.0,7.0,0,0
operating,,,1.0,2.0,7.0,0,0
acquired,,,,,7.0,1,1
operating,,,,3.0,7.96,0,0
operating,5.0,6855000.0,1.0,7.0,7.0,0,0
operating,2.0,311500.0,,3.0,7.0,0,0
operating,,,,4.0,7.0,0,0
operating,,,2.0,2.0,7.0,0,0
operating,1.0,20000000.0,1.0,2.0,8.84,0,0
operating,,,,3.0,8.0,0,0
operating,,,,,6.75,0,0
operating,2.0,1775000.0,1.0,3.0,5.0,0,0
operating,1.0,10000000.0,1.0,4.0,8.0,0,0
operating,2.0,11150000.0,,4.0,7.0,0,0
operating,,,,1.0,7.0,0,0
operating,,,,5.0,11.0,0,0
operating,,,1.0,1.0,3.61,0,0
operating,,,,1.0,4.21,0,0
acquired,,,,3.0,7.0,1,1
acquired,2.0,91000000.0,2.0,18.0,16.0,1,1
operating,1.0,350000.0,,1.0,7.0,0,0
operating,2.0,495000.0,,5.0,16.0,0,0
operating,,,1.0,5.0,10.0,0,0
operating,,,,4.0,5.0,0,0
operating,,,2.0,2.0,12.0,0,0
operating,,,1.0,5.0,19.0,0,0
operating,1.0,75000.0,1.0,2.0,3.25,0,0
operating,,,1.0,1.0,7.0,0,0
operating,,,1.0,5.0,18.74,0,0
operating,,,,7.0,15.0,0,0
operating,,,1.0,2.0,3.68,0,0
operating,,,,1.0,4.0,0,0
operating,,,1.0,1.0,3.39,0,0
operating,2.0,258000.0,2.0,5.0,4.25,0,0
operating,1.0,45000000.0,1.0,19.0,17.0,0,0
operating,,,1.0,1.0,17.0,0,0
acquired,,,,,7.0,1,1
operating,1.0,2500000.0,2.0,8.0,4.0,0,0
operating,1.0,60000.0,1.0,4.0,3.94,0,0
operating,,,2.0,1.0,3.96,0,0
operating,,,1.0,,7.0,0,0
operating,,,1.0,2.0,3.75,0,0
operating,,,1.0,1.0,3.52,0,0
operating,,,1.0,1.0,7.0,0,0
operating,,,1.0,4.0,3.7,0,0
operating,,,3.0,2.0,4.25,0,0
operating,,,1.0,6.0,5.0,0,0
operating,1.0,,1.0,1.0,8.67,0,0
operating,,,1.0,1.0,4.21,0,0
operating,,,1.0,2.0,6.12,0,0
operating,,,,,7.0,0,0
closed,3.0,110000.0,2.0,13.0,1.99,0,0
operating,2.0,1800000.0,1.0,9.0,4.0,0,0
operating,2.0,12500000.0,3.0,27.0,4.0,0,0
operating,,,,1.0,4.42,0,0
operating,1.0,1700000.0,,,7.0,0,0
operating,,,1.0,,7.0,0,0
operating,,,1.0,2.0,5.06,0,0
operating,,,,,7.0,0,0
operating,,,,,5.0,0,0
operating,,,,,5.02,0,0
operating,,,,,7.95,0,0
operating,,,1.0,1.0,5.71,0,0
operating,,,1.0,3.0,4.25,0,0
operating,,,,9.0,15.0,0,0
operating,1.0,30000.0,1.0,1.0,3.62,0,0
operating,,,,,8.79,0,0
operating,1.0,15000.0,,2.0,3.58,0,0
operating,,,1.0,1.0,6.16,0,0
operating,,,1.0,3.0,3.67,0,0
operating,,,,,7.0,0,0
operating,,,2.0,3.0,3.58,0,0
operating,3.0,2525000.0,,,7.0,0,0
operating,2.0,1600000.0,,2.0,5.0,0,0
operating,2.0,1800000.0,1.0,3.0,3.88,0,0
operating,1.0,3600000.0,,,12.0,0,0
acquired,,,1.0,,3.49,1,1
closed,2.0,33000000.0,4.0,13.0,5.66,0,0
operating,,,2.0,2.0,3.84,0,0
operating,,,,,6.33,0,0
operating,,,,,20.0,0,0
operating,,,1.0,1.0,20.16,0,0
operating,,,,,7.0,0,0
operating,,,1.0,1.0,7.0,0,0
operating,3.0,4488241.0,3.0,9.0,4.0,0,0
operating,3.0,15500000.0,2.0,6.0,4.0,0,0
operating,1.0,,1.0,8.0,3.37,0,0
operating,,,1.0,,30.0,0,0
acquired,,,,,6.0,1,1
operating,,,1.0,1.0,4.75,0,0
operating,,,1.0,1.0,5.0,0,0
operating,,,1.0,1.0,13.75,0,0
operating,,,1.0,5.0,7.0,0,0
operating,,,,,45.0,0,0
operating,1.0,10000000.0,1.0,1.0,10.97,0,0
operating,,,,3.0,4.0,0,0
operating,,,,,8.0,0,0
operating,1.0,70000.0,1.0,2.0,3.08,0,0
operating,,,1.0,4.0,4.0,0,0
acquired,1.0,12000000.0,3.0,16.0,13.58,1,1
operating,2.0,4451943.0,1.0,10.0,4.0,0,0
operating,,,,,4.0,0,0
operating,,,,,3.67,0,0
operating,,,1.0,1.0,17.0,0,0
operating,,,,1.0,3.8,0,0
operating,,,1.0,2.0,4.75,0,0
acquired,3.0,1525000.0,2.0,5.0,6.0,1,1
operating,1.0,1750000.0,2.0,6.0,4.0,0,0
operating,,,1.0,1.0,3.33,0,0
operating,,,1.0,2.0,83.0,0,0
operating,,,1.0,3.0,7.0,0,0
operating,,,,,7.0,0,0
operating,1.0,1000000.0,1.0,7.0,4.0,0,0
operating,,,1.0,2.0,5.42,0,0
operating,2.0,1000000.0,2.0,,3.58,0,0
operating,2.0,33100000.0,1.0,5.0,7.0,0,0
operating,1.0,1800000.0,1.0,5.0,4.0,0,0
operating,2.0,7405730.0,,,4.0,0,0
acquired,,,,,7.0,1,1
operating,,,,1.0,7.0,0,0
operating,2.0,,1.0,2.0,4.84,0,0
operating,2.0,13200000.0,,5.0,6.0,0,0
operating,,,1.0,2.0,7.0,0,0
closed,1.0,1700000.0,,2.0,7.0,0,0
operating,2.0,970000.0,1.0,1.0,3.59,0,0
operating,,,2.0,2.0,4.75,0,0
operating,,,1.0,7.0,3.91,0,0
operating,2.0,30000.0,,3.0,3.39,0,0
acquired,1.0,18885.0,,,0.75,1,1
operating,,,1.0,,17.21,0,0
operating,,,,,7.0,0,0
operating,,,1.0,1.0,7.0,0,0
operating,,,2.0,2.0,7.0,0,0
operating,,,1.0,,5.02,0,0
operating,1.0,20000000.0,3.0,2.0,3.75,0,0
operating,1.0,250000.0,1.0,6.0,3.75,0,0
operating,,,1.0,4.0,17.0,0,0
operating,,,1.0,1.0,11.0,0,0
operating,,,,5.0,5.14,0,0
operating,1.0,350000.0,2.0,2.0,15.22,0,0
operating,,,1.0,1.0,7.0,0,0
operating,,,,4.0,4.0,0,0
operating,,,1.0,1.0,8.98,0,0
operating,9.0,833952250.0000048,3.0,45.0,8.0,0,0
operating,,,1.0,,5.58,0,0
operating,,,1.0,,5.83,0,0
operating,,,1.0,1.0,3.98,0,0
operating,,,2.0,1.0,5.14,0,0
closed,2.0,752000.0,1.0,2.0,3.97,0,0
operating,,,,4.0,4.46,0,0
operating,,,,,4.0,0,0
operating,,,1.0,1.0,6.67,0,0
operating,1.0,2000000.0,1.0,9.0,6.0,0,0
operating,,,1.0,,7.0,0,0
acquired,,,,,7.0,1,1
operating,,,1.0,2.0,3.84,0,0
ipo,1.0,20000000.0,2.0,6.0,14.0,1,1
operating,,,1.0,1.0,7.0,0,0
acquired,,,,,7.0,1,1
operating,,,2.0,1.0,7.0,0,0
operating,,,,,7.0,0,0
operating,,,,17.0,21.0,0,0
operating,,,1.0,1.0,5.0,0,0
operating,,,,1.0,7.0,0,0
operating,,,2.0,6.0,11.0,0,0
operating,4.0,4770000.0,2.0,15.0,3.33,0,0
operating,,,,,33.0,0,0
operating,,,1.0,1.0,3.5,0,0
operating,,,3.0,11.0,7.0,0,0
operating,,,,2.0,9.0,0,0
operating,,,1.0,5.0,7.0,0,0
operating,2.0,8500000.0,3.0,7.0,5.33,0,0
operating,3.0,500000.0,3.0,11.0,3.96,0,0
operating,,,,2.0,7.0,0,0
operating,1.0,150000.0,,,7.0,0,0
acquired,1.0,,1.0,6.0,7.0,1,1
operating,,,2.0,1.0,6.83,0,0
acquired,,,,,7.0,1,1
closed,1.0,5000000.0,1.0,6.0,6.57,0,0
acquired,,,,,7.0,1,1
operating,1.0,380000.0,2.0,7.0,4.0,0,0
ipo,,,2.0,4.0,7.0,1,1
operating,2.0,10000000.0,1.0,12.0,7.0,0,0
operating,1.0,1500000.0,,1.0,7.0,0,0
operating,,,1.0,4.0,15.0,0,0
operating,,,,3.0,4.0,0,0
operating,,,1.0,1.0,5.89,0,0
operating,,,1.0,,21.12,0,0
acquired,2.0,26000000.0,4.0,10.0,7.58,1,1
operating,,,,1.0,7.58,0,0
operating,4.0,52700000.0,3.0,12.0,7.42,0,0
acquired,1.0,500000.0,2.0,2.0,3.58,1,1
ipo,1.0,50181000.0,1.0,,7.0,1,1
operating,1.0,250000.0,,4.0,6.75,0,0
operating,,,1.0,1.0,7.0,0,0
operating,2.0,900000.0,,2.0,4.57,0,0
operating,,,1.0,2.0,3.79,0,0
operating,,,,1.0,18.0,0,0
operating,,,,,7.0,0,0
operating,,,,,11.0,0,0
operating,,,,1.0,4.16,0,0
operating,,,,1.0,4.85,0,0
operating,,,,,6.0,0,0
operating,,,,5.0,4.0,0,0
operating,1.0,550000.0,1.0,2.0,4.0,0,0
operating,1.0,2500000.0,2.0,4.0,3.5,0,0
acquired,,,,,7.0,1,1
operating,1.0,18000000.0,1.0,13.0,6.0,0,0
operating,,,1.0,1.0,29.38,0,0
operating,,,2.0,1.0,4.18,0,0
ipo,,,1.0,6.0,7.0,1,1
acquired,,,1.0,1.0,86.0,1,1
operating,,,,,7.0,0,0
operating,,,,1.0,7.0,0,0
operating,,,,,3.42,0,0
operating,,,1.0,1.0,7.0,0,0
operating,,,,2.0,7.0,0,0
operating,1.0,1000000.0,2.0,3.0,7.0,0,0
operating,,,1.0,1.0,6.46,0,0
closed,3.0,132885.0,2.0,6.0,1.52,0,0
operating,2.0,,1.0,3.0,5.08,0,0
operating,2.0,30000000.0,2.0,7.0,4.0,0,0
operating,,,1.0,1.0,7.33,0,0
operating,,,1.0,1.0,2.91,0,0
operating,,,,,48.0,0,0
operating,,,1.0,3.0,13.0,0,0
operating,,,,1.0,4.0,0,0
operating,5.0,80699959.0,4.0,21.0,8.31,0,0
operating,,,1.0,1.0,4.25,0,0
operating,2.0,615000.0,1.0,2.0,3.96,0,0
operating,,,1.0,1.0,7.0,0,0
operating,,,1.0,2.0,3.84,0,0
operating,1.0,,1.0,2.0,6.58,0,0
acquired,,,1.0,2.0,3.84,1,1
operating,2.0,9900000.0,1.0,7.0,21.0,0,0
operating,,,,7.0,28.0,0,0
operating,4.0,650000.0,,3.0,11.0,0,0
operating,1.0,800000.0,1.0,2.0,5.0,0,0
operating,2.0,1750000.0,1.0,,3.42,0,0
operating,3.0,7626728.0,,1.0,7.0,0,0
operating,,,1.0,3.0,11.42,0,0
operating,6.0,54325000.0,3.0,4.0,5.5,0,0
operating,,,1.0,1.0,7.0,0,0
operating,,,,,6.78,0,0
closed,1.0,25000.0,,2.0,3.74,0,0
operating,,,1.0,1.0,7.0,0,0
operating,2.0,7700000.0,1.0,12.0,5.0,0,0
operating,,,1.0,,7.0,0,0
operating,,,2.0,6.0,3.08,0,0
operating,7.0,231100000.0,3.0,38.0,7.16,0,0
operating,,,,,4.0,0,0
operating,,,,,7.0,0,0
operating,,,,,11.0,0,0
operating,,,3.0,1.0,7.0,0,0
operating,,,2.0,2.0,4.16,0,0
operating,,,,,7.0,0,0
operating,,,1.0,8.0,4.0,0,0
operating,,,,,7.0,0,0
