status,funding_rounds,funding_total_usd,milestones,relationships,age,success_status,success_binary
operating,,,,,22.0,0,0
operating,1.0,2521400.0,1.0,4.0,1.33,0,0
operating,,,,,3.23,0,0
operating,,,,,14.0,0,0
operating,,,1.0,1.0,2.75,0,0
operating,,,,,7.0,0,0
operating,,,1.0,4.0,8.08,0,0
acquired,,,,4.0,27.91,1,1
operating,,,,,14.95,0,0
operating,,,1.0,1.0,7.0,0,0
operating,,,1.0,8.0,7.0,0,0
operating,1.0,11500000.0,,2.0,4.0,0,0
operating,,,1.0,2.0,7.0,0,0
operating,1.0,1500000.0,,1.0,10.91,0,0
operating,1.0,2000000.0,,1.0,7.0,0,0
operating,,,,,8.0,0,0
operating,1.0,40000000.0,,4.0,14.0,0,0
operating,,,1.0,12.0,16.0,0,0
operating,1.0,4702468.0,1.0,1.0,7.0,0,0
operating,1.0,,,1.0,3.0,0,0
operating,,,,1.0,10.0,0,0
operating,1.0,1499999.0,1.0,2.0,4.0,0,0
operating,1.0,524000.0,,1.0,7.0,0,0
operating,1.0,1500000.0,,1.0,7.0,0,0
operating,,,,,7.0,0,0
operating,1.0,450000.0,,1.0,7.0,0,0
operating,,,2.0,4.0,7.0,0,0
operating,1.0,3500000.0,,1.0,8.0,0,0
operating,3.0,6222177.0,,1.0,7.0,0,0
operating,1.0,8986925.0,,2.0,4.0,0,0
acquired,1.0,,,,7.0,1,1
operating,3.0,7144321.0,,3.0,7.0,0,0
operating,1.0,20000000.0,,2.0,4.0,0,0
closed,1.0,500000.0,,2.0,5.17,0,0
operating,1.0,1020000.0,,1.0,7.0,0,0
operating,2.0,905300.0,,3.0,6.0,0,0
operating,1.0,225000.0,,1.0,4.0,0,0
operating,1.0,2000000.0,,1.0,8.0,0,0
operating,,,,,22.0,0,0
operating,1.0,25000000.0,,1.0,7.0,0,0
operating,1.0,1000000.0,,1.0,8.0,0,0
operating,1.0,,,1.0,23.0,0,0
operating,1.0,701696.0,,1.0,7.0,0,0
operating,1.0,1000000.0,,,7.0,0,0
operating,1.0,1350000.0,,1.0,7.0,0,0
operating,2.0,10523411.0,,1.0,4.0,0,0
operating,1.0,49500000.0,,1.0,7.0,0,0
operating,1.0,10864240.0,,1.0,4.0,0,0
operating,1.0,18000000.0,,,7.0,0,0
operating,1.0,400000.0,,1.0,6.58,0,0
operating,1.0,1230000.0,,,7.0,0,0
operating,1.0,201000.0,,1.0,5.0,0,0
operating,1.0,165000.0,,1.0,4.0,0,0
operating,,,,1.0,17.0,0,0
operating,1.0,5100000.0,,1.0,4.0,0,0
operating,,,,,34.0,0,0
operating,1.0,3000000.0,,1.0,6.0,0,0
operating,,,,1.0,5.91,0,0
operating,1.0,127164.0,,1.0,11.0,0,0
operating,1.0,9690000.0,,1.0,4.0,0,0
operating,1.0,2780000.0,,1.0,4.0,0,0
operating,4.0,12305502.0,,2.0,8.0,0,0
operating,1.0,1600000.0,,1.0,5.0,0,0
operating,,,,,6.92,0,0
operating,,,,,16.0,0,0
operating,1.0,20000.0,1.0,1.0,1.65,0,0
operating,,,,1.0,22.27,0,0
operating,,,1.0,2.0,7.0,0,0
operating,,,1.0,,10.0,0,0
operating,,,,,1.83,0,0
operating,,,,1.0,13.0,0,0
operating,,,,,10.58,0,0
operating,,,1.0,2.0,1.25,0,0
operating,,,,4.0,7.58,0,0
operating,,,1.0,3.0,1.25,0,0
operating,,,,,16.0,0,0
operating,2.0,2000000.0,1.0,1.0,3.0,0,0
operating,,,1.0,3.0,3.58,0,0
operating,,,1.0,2.0,7.0,0,0
operating,,,,1.0,5.91,0,0
operating,3.0,750000.0,1.0,3.0,8.7,0,0
operating,,,,1.0,7.0,0,0
operating,,,,2.0,1.66,0,0
operating,1.0,1000000.0,1.0,4.0,1.48,0,0
operating,,,2.0,2.0,7.49,0,0
operating,,,,1.0,3.0,0,0
acquired,,,,2.0,33.0,1,1
ipo,,,,1.0,7.0,1,1
operating,1.0,1000000.0,,2.0,12.0,0,0
operating,,,,2.0,7.0,0,0
acquired,,,,,29.0,1,1
operating,1.0,50000.0,1.0,2.0,3.29,0,0
acquired,,,,,7.0,1,1
operating,1.0,,,,7.0,0,0
operating,,,,,81.0,0,0
operating,1.0,211459196.0,,3.0,3.31,0,0
operating,,,,,29.0,0,0
operating,1.0,1157500.0,,2.0,23.0,0,0
operating,,,1.0,2.0,5.0,0,0
operating,1.0,3569519.0,,3.0,9.0,0,0
operating,1.0,2760000.0,,2.0,26.0,0,0
operating,1.0,,,2.0,7.0,0,0
acquired,,,1.0,5.0,28.0,1,1
operating,,,1.0,1.0,2.33,0,0
operating,1.0,1487578.0,,,3.91,0,0
operating,1.0,950005.0,,,16.0,0,0
operating,,,,,14.0,0,0
operating,1.0,680755.0,,1.0,13.0,0,0
operating,3.0,5116500.0,1.0,6.0,4.0,0,0
operating,1.0,725000.0,,,7.0,0,0
operating,1.0,1970000.0,,2.0,5.0,0,0
operating,1.0,8376852.0,,1.0,6.0,0,0
operating,,,1.0,6.0,36.0,0,0
operating,1.0,1500000.0,,1.0,5.0,0,0
operating,1.0,2875000.0,,,4.0,0,0
operating,1.0,7650000.0,,1.0,6.0,0,0
operating,1.0,674598700.0,,1.0,7.0,0,0
operating,,,,,16.0,0,0
operating,1.0,20000.0,,,4.0,0,0
operating,2.0,1518160.0,,1.0,5.0,0,0
acquired,2.0,1584593.0,,,7.0,1,1
operating,1.0,70000249.0,,1.0,7.0,0,0
operating,1.0,45000.0,,1.0,10.0,0,0
operating,,,,4.0,11.0,0,0
acquired,,,1.0,8.0,14.0,1,1
operating,,,1.0,1.0,3.0,0,0
operating,1.0,315317.0,,3.0,8.0,0,0
operating,1.0,1500000.0,,2.0,8.0,0,0
operating,,,1.0,1.0,8.84,0,0
operating,1.0,251000.0,,1.0,7.0,0,0
operating,1.0,3000000.0,,1.0,8.0,0,0
acquired,,,,,12.0,1,1
operating,1.0,4125000.0,,3.0,6.0,0,0
operating,1.0,150000.0,,,7.0,0,0
acquired,1.0,2809010.0,,,15.0,1,1
operating,1.0,200000.0,,,5.0,0,0
operating,1.0,8000000.0,1.0,3.0,7.0,0,0
operating,1.0,49997.0,,1.0,5.0,0,0
operating,,,1.0,1.0,21.0,0,0
operating,2.0,7342782.0,,1.0,7.0,0,0
acquired,,,,,23.0,1,1
operating,1.0,545000.0,,2.0,10.0,0,0
operating,,,1.0,5.0,5.0,0,0
operating,,,2.0,1.0,7.0,0,0
operating,1.0,25000.0,,1.0,7.0,0,0
operating,,,,,2.0,0,0
ipo,,,,2.0,44.0,1,1
operating,,,1.0,3.0,2.0,0,0
operating,1.0,3142406.0,,1.0,7.0,0,0
operating,1.0,1480000.0,,1.0,7.0,0,0
acquired,,,,2.0,7.0,1,1
acquired,,,,,7.0,1,1
operating,1.0,8676000.0,,,8.0,0,0
operating,1.0,15000000.0,,3.0,7.0,0,0
operating,,,1.0,2.0,2.41,0,0
operating,2.0,21400000.0,2.0,15.0,2.23,0,0
operating,,,,1.0,7.0,0,0
operating,3.0,39000000.0,1.0,10.0,15.0,0,0
operating,,,,3.0,7.0,0,0
operating,,,1.0,6.0,3.0,0,0
acquired,,,3.0,1.0,7.5,1,1
acquired,,,,,7.0,1,1
operating,1.0,3250000.0,1.0,5.0,7.0,0,0
operating,,,1.0,9.0,52.0,0,0
operating,,,,,7.0,0,0
operating,,,,1.0,7.0,0,0
operating,,,1.0,,13.0,0,0
operating,,,1.0,1.0,20.0,0,0
operating,3.0,300000.0,2.0,13.0,1.33,0,0
operating,,,,2.0,1.75,0,0
operating,,,,3.0,1.67,0,0
acquired,,,,,7.0,1,1
operating,,,,,7.0,0,0
operating,,,,2.0,1.83,0,0
operating,,,2.0,1.0,5.16,0,0
acquired,1.0,3000000.0,1.0,3.0,14.0,1,1
operating,,,1.0,2.0,7.0,0,0
operating,,,,,4.0,0,0
operating,,,,,3.0,0,0
operating,,,1.0,1.0,7.0,0,0
operating,,,,1.0,3.58,0,0
operating,,,1.0,1.0,1.83,0,0
operating,1.0,1300000.0,2.0,1.0,2.0,0,0
ipo,,,,4.0,7.0,1,1
operating,1.0,2000000.0,,3.0,7.0,0,0
acquired,,,,,7.0,1,1
acquired,,,,1.0,24.0,1,1
operating,,,,3.0,26.0,0,0
acquired,,,,1.0,7.0,1,1
operating,2.0,2785000.0,,2.0,7.0,0,0
acquired,,,,,20.0,1,1
operating,3.0,1688000.0,,2.0,7.0,0,0
acquired,,,,1.0,13.0,1,1
operating,,,,1.0,7.0,0,0
operating,4.0,28500000.0,3.0,7.0,8.84,0,0
operating,,,1.0,5.0,27.0,0,0
acquired,1.0,7500000.0,,,14.0,1,1
operating,1.0,,,,7.0,0,0
acquired,,,,,7.0,1,1
operating,1.0,1300000.0,,2.0,2.0,0,0
acquired,,,,2.0,28.0,1,1
operating,1.0,,1.0,5.0,3.0,0,0
operating,,,2.0,4.0,7.0,0,0
ipo,,,1.0,4.0,7.0,1,1
operating,,,,3.0,6.67,0,0
operating,,,,,1.58,0,0
operating,,,,1.0,7.0,0,0
operating,1.0,200000.0,,2.0,6.0,0,0
operating,,,,1.0,7.0,0,0
operating,,,,,1.48,0,0
ipo,,,,4.0,10.0,1,1
operating,,,,2.0,7.0,0,0
acquired,,,,,7.0,1,1
operating,,,,1.0,7.0,0,0
operating,1.0,465039.0,,1.0,4.0,0,0
operating,1.0,178486.0,,1.0,30.0,0,0
ipo,,,1.0,4.0,32.0,1,1
operating,,,1.0,1.0,5.0,0,0
operating,1.0,195000.0,,3.0,16.0,0,0
operating,,,,,7.0,0,0
operating,1.0,25480000.0,,2.0,4.0,0,0
operating,1.0,1725103.0,,3.0,6.0,0,0
operating,,,,,7.24,0,0
acquired,,,,,7.0,1,1
operating,1.0,185000.0,,2.0,5.0,0,0
operating,1.0,3702210.0,,1.0,8.0,0,0
acquired,,,,,16.0,1,1
operating,1.0,275000.0,,1.0,4.0,0,0
operating,2.0,4200000.0,,1.0,7.0,0,0
operating,1.0,1213875.0,,,7.0,0,0
operating,2.0,6731042.0,1.0,3.0,8.0,0,0
acquired,,,,,21.0,1,1
operating,1.0,3499999.0,,3.0,15.0,0,0
operating,1.0,752161.0,,5.0,13.0,0,0
operating,,,,,7.0,0,0
operating,2.0,2710000.0,,2.0,4.0,0,0
ipo,,,2.0,9.0,7.0,1,1
operating,1.0,1600000.0,,1.0,7.0,0,0
operating,1.0,5360344.0,,3.0,7.0,0,0
operating,1.0,75759314.0,,4.0,5.0,0,0
operating,1.0,486000.0,,,7.0,0,0
operating,1.0,10231974.0,,2.0,5.0,0,0
operating,1.0,33000000.0,,1.0,2.0,0,0
acquired,,,1.0,1.0,27.0,1,1
operating,1.0,360000.0,,,11.0,0,0
operating,1.0,7000000.0,1.0,10.0,15.0,0,0
operating,,,,1.0,7.0,0,0
acquired,,,,,16.0,1,1
operating,,,,5.0,2.08,0,0
operating,,,,1.0,7.0,0,0
operating,1.0,135000.0,1.0,5.0,1.58,0,0
operating,1.0,,,,10.0,0,0
operating,,,,1.0,7.0,0,0
operating,,,,,2.53,0,0
operating,,,1.0,,7.0,0,0
operating,,,1.0,2.0,2.83,0,0
operating,,,,,7.0,0,0
operating,,,,,24.83,0,0
operating,,,1.0,,2.58,0,0
operating,,,,2.0,2.0,0,0
operating,,,1.0,2.0,48.0,0,0
operating,,,1.0,4.0,2.0,0,0
operating,3.0,1765000.0,1.0,3.0,6.0,0,0
operating,1.0,,1.0,4.0,2.0,0,0
acquired,,,,,13.0,1,1
operating,,,,,1.67,0,0
operating,,,1.0,1.0,13.33,0,0
operating,,,1.0,2.0,15.0,0,0
operating,,,,1.0,14.0,0,0
operating,,,,,2.0,0,0
operating,,,1.0,5.0,1.75,0,0
acquired,,,,6.0,15.0,1,1
operating,,,1.0,1.0,34.97,0,0
acquired,,,,,7.0,1,1
operating,,,,,2.0,0,0
operating,,,1.0,2.0,2.3,0,0
operating,,,,1.0,7.0,0,0
operating,,,1.0,2.0,8.95,0,0
ipo,,,1.0,4.0,24.0,1,1
operating,,,1.0,5.0,8.0,0,0
operating,,,,,17.0,0,0
operating,1.0,1000000.0,2.0,2.0,2.91,0,0
acquired,,,,1.0,69.0,1,1
operating,,,,2.0,7.0,0,0
operating,,,,,9.0,0,0
acquired,,,,,33.0,1,1
operating,1.0,18000000.0,,2.0,39.0,0,0
operating,,,1.0,15.0,21.25,0,0
operating,1.0,50000.0,,3.0,6.0,0,0
operating,1.0,110000.0,,2.0,5.0,0,0
operating,,,,2.0,5.0,0,0
acquired,,,,,16.0,1,1
operating,,,,,7.0,0,0
operating,,,,4.0,3.0,0,0
operating,,,,2.0,2.05,0,0
operating,,,,1.0,7.0,0,0
operating,1.0,137500.0,,4.0,12.0,0,0
operating,1.0,190000.0,,,4.0,0,0
operating,1.0,125000.0,,1.0,7.0,0,0
operating,,,,2.0,6.0,0,0
operating,1.0,1500001.0,,1.0,8.0,0,0
operating,1.0,1325000.0,,,4.0,0,0
operating,1.0,750000.0,,3.0,4.0,0,0
operating,,,1.0,5.0,6.36,0,0
acquired,,,1.0,6.0,7.0,1,1
operating,1.0,3535000.0,,1.0,4.0,0,0
operating,1.0,175000.0,,1.0,6.0,0,0
operating,,,1.0,,1.67,0,0
operating,1.0,134100.0,,1.0,7.0,0,0
operating,1.0,865000.0,,1.0,5.0,0,0
operating,1.0,200000.0,,1.0,7.0,0,0
operating,2.0,186200.0,,4.0,12.0,0,0
operating,1.0,685000.0,,3.0,4.0,0,0
operating,1.0,999999.0,,2.0,4.0,0,0
operating,,,,,19.0,0,0
operating,,,1.0,6.0,29.0,0,0
operating,1.0,600000.0,,3.0,5.0,0,0
operating,1.0,1331000.0,,2.0,9.0,0,0
operating,1.0,12000000.0,,,7.0,0,0
operating,1.0,1000.0,,1.0,12.0,0,0
operating,2.0,2300000.0,,4.0,14.0,0,0
operating,1.0,55000.0,,1.0,7.0,0,0
operating,1.0,2000000.0,,3.0,5.0,0,0
operating,1.0,470000.0,,2.0,6.0,0,0
acquired,,,,,26.0,1,1
operating,,,,,19.0,0,0
operating,,,,,7.0,0,0
operating,,,1.0,1.0,3.75,0,0
operating,,,,,19.08,0,0
operating,,,,1.0,7.0,0,0
operating,2.0,24300000.0,1.0,4.0,8.08,0,0
operating,,,,,9.95,0,0
operating,,,2.0,1.0,10.0,0,0
acquired,,,1.0,1.0,7.0,1,1
operating,,,1.0,2.0,2.96,0,0
operating,,,1.0,2.0,6.0,0,0
acquired,,,,,18.0,1,1
operating,,,1.0,5.0,5.0,0,0
operating,,,,,19.08,0,0
operating,,,1.0,2.0,3.16,0,0
operating,,,,,19.0,0,0
acquired,,,1.0,1.0,7.0,1,1
operating,,,1.0,3.0,1.33,0,0
operating,,,,,3.0,0,0
operating,1.0,9350000.0,1.0,10.0,4.0,0,0
operating,,,,,2.25,0,0
operating,,,,4.0,7.0,0,0
operating,,,,,7.0,0,0
operating,,,,1.0,10.0,0,0
operating,,,,,7.0,0,0
operating,,,,,7.0,0,0
acquired,,,,,7.0,1,1
acquired,,,,,7.0,1,1
operating,2.0,8074000.0,,4.0,8.0,0,0
ipo,,,2.0,28.0,62.0,1,1
ipo,,,,,7.0,1,1
operating,,,,3.0,2.33,0,0
operating,,,,,2.0,0,0
acquired,,,,,13.0,1,1
operating,,,1.0,5.0,1.42,0,0
ipo,,,3.0,10.0,31.0,1,1
operating,,,,2.0,1.63,0,0
operating,,,,,15.96,0,0
acquired,,,,,19.0,1,1
operating,,,1.0,1.0,1.75,0,0
operating,,,,,30.0,0,0
acquired,,,,,17.0,1,1
acquired,,,,1.0,17.0,1,1
operating,,,1.0,1.0,34.99,0,0
operating,1.0,500000.0,1.0,1.0,2.75,0,0
acquired,,,,,19.0,1,1
operating,,,,,4.0,0,0
operating,2.0,58000000.0,1.0,2.0,11.0,0,0
operating,,,,1.0,13.0,0,0
operating,,,,,70.0,0,0
operating,,,1.0,4.0,2.0,0,0
acquired,1.0,18800000.0,,3.0,15.0,1,1
acquired,,,,,23.0,1,1
operating,,,,2.0,2.0,0,0
acquired,,,,,11.0,1,1
acquired,1.0,26300000.0,,,7.0,1,1
operating,,,1.0,1.0,4.88,0,0
operating,,,,,4.91,0,0
operating,,,1.0,4.0,3.18,0,0
acquired,,,,,13.0,1,1
operating,,,,2.0,1.23,0,0
operating,,,,,5.5,0,0
operating,,,1.0,2.0,92.0,0,0
acquired,,,,,19.0,1,1
operating,1.0,13000000.0,,1.0,7.0,0,0
acquired,,,,,13.0,1,1
operating,,,,,4.0,0,0
operating,,,,1.0,13.0,0,0
operating,1.0,3934286.0,,5.0,7.0,0,0
operating,,,,1.0,15.16,0,0
operating,1.0,50000.0,1.0,1.0,1.91,0,0
acquired,,,,,17.0,1,1
operating,1.0,10000000.0,,3.0,7.0,0,0
operating,1.0,150000.0,,,3.0,0,0
operating,1.0,15000000.0,,2.0,37.0,0,0
operating,,,1.0,,7.0,0,0
acquired,,,2.0,3.0,17.0,1,1
operating,2.0,1335672.0,,2.0,3.0,0,0
operating,,,1.0,3.0,2.54,0,0
acquired,4.0,28300000.0,4.0,27.0,12.12,1,1
operating,2.0,1750000.0,2.0,3.0,8.58,0,0
operating,3.0,75000.0,1.0,4.0,7.0,0,0
operating,1.0,10400000.0,,2.0,7.0,0,0
operating,1.0,2000000.0,,1.0,2.0,0,0
acquired,,,1.0,3.0,20.0,1,1
operating,1.0,1000000.0,1.0,3.0,7.0,0,0
operating,1.0,200000.0,1.0,1.0,2.0,0,0
operating,,,1.0,5.0,14.0,0,0
operating,,,2.0,2.0,7.0,0,0
operating,,,,2.0,1.58,0,0
acquired,,,,,11.0,1,1
operating,,,,1.0,7.0,0,0
operating,2.0,3715731.0,,3.0,7.0,0,0
acquired,,,,,13.0,1,1
operating,1.0,50000.0,,1.0,5.0,0,0
operating,1.0,10000000.0,,3.0,7.0,0,0
operating,1.0,833333.0,,1.0,21.0,0,0
operating,1.0,5388575.0,,3.0,16.0,0,0
acquired,,,2.0,1.0,7.0,1,1
acquired,,,,,16.0,1,1
operating,1.0,501705.0,,1.0,5.0,0,0
operating,1.0,45000.0,,1.0,7.0,0,0
operating,1.0,125000.0,,1.0,5.0,0,0
operating,,,,,7.0,0,0
operating,,,,,10.0,0,0
operating,1.0,25000.0,,2.0,5.0,0,0
operating,2.0,875000.0,,1.0,9.0,0,0
operating,,,1.0,1.0,4.0,0,0
operating,1.0,100000.0,,2.0,2.41,0,0
operating,,,,,14.98,0,0
operating,1.0,2500000.0,1.0,2.0,1.25,0,0
acquired,,,,,7.0,1,1
operating,,,,,2.08,0,0
acquired,,,1.0,1.0,3.0,1,1
operating,,,1.0,3.0,1.46,0,0
operating,2.0,665000.0,2.0,8.0,3.08,0,0
operating,,,1.0,,7.0,0,0
operating,,,,14.0,16.58,0,0
operating,,,2.0,3.0,2.08,0,0
acquired,,,1.0,2.0,15.0,1,1
operating,,,,1.0,3.67,0,0
operating,,,1.0,2.0,1.95,0,0
operating,1.0,11000000.0,3.0,18.0,17.0,0,0
operating,,,1.0,3.0,2.91,0,0
operating,,,,,2.0,0,0
operating,,,1.0,,10.83,0,0
acquired,1.0,27500000.0,,1.0,13.0,1,1
operating,,,1.0,2.0,7.0,0,0
operating,,,1.0,3.0,1.42,0,0
operating,,,1.0,5.0,30.51,0,0
operating,,,1.0,4.0,12.0,0,0
operating,1.0,4500000.0,,2.0,12.0,0,0
operating,,,,,7.0,0,0
operating,,,2.0,8.0,7.0,0,0
operating,,,1.0,1.0,1.42,0,0
operating,,,,1.0,3.71,0,0
operating,,,,,15.84,0,0
operating,,,,,7.0,0,0
acquired,,,,3.0,7.0,1,1
operating,,,2.0,12.0,11.16,0,0
operating,1.0,,,3.0,4.0,0,0
operating,1.0,8400000.0,,1.0,14.0,0,0
operating,,,,,7.0,0,0
operating,,,1.0,2.0,7.0,0,0
operating,,,1.0,3.0,39.0,0,0
operating,1.0,4000000.0,,1.0,18.0,0,0
operating,1.0,,,6.0,30.0,0,0
operating,,,1.0,3.0,9.0,0,0
operating,,,,4.0,3.0,0,0
operating,1.0,10400000.0,1.0,1.0,2.49,0,0
operating,1.0,2083635.0,,3.0,13.0,0,0
operating,1.0,435400.0,,,13.0,0,0
operating,1.0,17500002.0,,2.0,8.0,0,0
operating,,,1.0,5.0,1.29,0,0
acquired,,,3.0,96.0,20.0,1,1
operating,1.0,113000.0,,,16.0,0,0
operating,,,,1.0,7.0,0,0
operating,1.0,450000.0,,3.0,6.5,0,0
acquired,,,,,30.0,1,1
operating,1.0,1950000.0,,1.0,4.0,0,0
operating,1.0,100000.0,,2.0,6.0,0,0
operating,1.0,500000.0,,3.0,4.0,0,0
operating,,,,,7.0,0,0
operating,,,,,7.0,0,0
operating,1.0,10000000.0,,5.0,31.0,0,0
operating,,,,,4.0,0,0
operating,1.0,170000.0,,,7.0,0,0
operating,1.0,1164000.0,,1.0,9.0,0,0
operating,1.0,200000.0,,1.0,8.0,0,0
acquired,,,,,7.0,1,1
operating,1.0,207500.0,,1.0,7.0,0,0
operating,,,,3.0,7.0,0,0
operating,2.0,17000290.0,,3.0,7.0,0,0
operating,1.0,900000.0,,5.0,7.0,0,0
operating,2.0,4061906.0,,5.0,19.0,0,0
acquired,,,,,12.0,1,1
operating,1.0,20900.0,,2.0,7.0,0,0
operating,1.0,1500000.0,,2.0,7.0,0,0
operating,,,1.0,10.0,19.0,0,0
operating,1.0,4710000.0,,1.0,7.0,0,0
operating,1.0,652000.0,,2.0,13.0,0,0
operating,1.0,3000000.0,,4.0,11.0,0,0
operating,1.0,2400000.0,,1.0,5.0,0,0
operating,1.0,115000000.0,,2.0,31.0,0,0
operating,1.0,105000.0,,6.0,3.0,0,0
operating,,,,1.0,30.0,0,0
closed,1.0,,,,7.45,0,0
operating,,,,4.0,3.25,0,0
operating,,,1.0,1.0,21.54,0,0
operating,1.0,2500000.0,,3.0,21.0,0,0
operating,2.0,25000000.0,,2.0,4.0,0,0
operating,,,,2.0,3.0,0,0
operating,1.0,4080000.0,,,19.0,0,0
operating,,,1.0,,2.0,0,0
operating,,,,,7.0,0,0
operating,,,,,11.89,0,0
acquired,,,,1.0,17.0,1,1
operating,,,,,7.0,0,0
operating,,,1.0,2.0,1.21,0,0
acquired,,,,,7.0,1,1
operating,,,1.0,2.0,2.0,0,0
operating,,,1.0,1.0,7.0,0,0
operating,,,,,12.0,0,0
acquired,,,1.0,7.0,22.0,1,1
operating,,,1.0,1.0,4.05,0,0
operating,,,,,7.0,0,0
operating,,,1.0,6.0,3.84,0,0
operating,,,1.0,2.0,2.0,0,0
acquired,,,,,18.0,1,1
operating,,,1.0,5.0,8.5,0,0
acquired,,,1.0,18.0,46.0,1,1
operating,,,1.0,3.0,9.0,0,0
operating,,,,2.0,1.26,0,0
operating,,,,1.0,1.31,0,0
operating,,,,3.0,8.0,0,0
acquired,,,,,11.0,1,1
operating,1.0,29074972.0,,3.0,7.0,0,0
operating,,,1.0,1.0,7.0,0,0
operating,1.0,2750000.0,,1.0,45.29,0,0
operating,1.0,100084.0,,3.0,5.0,0,0
operating,2.0,7281298.0,,3.0,7.0,0,0
operating,,,,1.0,2.0,0,0
acquired,,,,1.0,22.0,1,1
operating,,,,2.0,7.0,0,0
acquired,,,,,7.0,1,1
operating,1.0,210000.0,,2.0,5.0,0,0
operating,,,,2.0,5.0,0,0
operating,1.0,1500000.0,,2.0,7.0,0,0
acquired,,,,,11.0,1,1
operating,1.0,4600000.0,,1.0,7.0,0,0
operating,1.0,200000.0,,2.0,10.0,0,0
acquired,3.0,19900000.0,2.0,6.0,6.25,1,1
operating,,,,,1.8,0,0
acquired,,,1.0,3.0,6.56,1,1
operating,,,1.0,7.0,7.0,0,0
operating,,,,1.0,7.0,0,0
acquired,,,,,14.0,1,1
operating,,,,,7.0,0,0
operating,,,1.0,1.0,10.84,0,0
operating,1.0,2000000.0,,1.0,4.0,0,0
operating,9.0,35407668.0,,,7.0,0,0
operating,1.0,8015002.0,,3.0,7.0,0,0
operating,,,,,7.0,0,0
operating,,,,2.0,14.0,0,0
operating,1.0,27396000.0,,2.0,7.0,0,0
operating,,,1.0,4.0,1.32,0,0
ipo,1.0,4000000.0,,2.0,35.0,1,1
operating,2.0,491280.0,,3.0,4.0,0,0
operating,2.0,14560000.0,,2.0,7.0,0,0
operating,,,,1.0,112.0,0,0
operating,1.0,1000000.0,,2.0,9.0,0,0
operating,1.0,2750000.0,1.0,2.0,7.0,0,0
operating,1.0,1481709.0,,3.0,14.91,0,0
operating,1.0,750000.0,,2.0,6.0,0,0
operating,,,,2.0,5.84,0,0
operating,1.0,100000.0,,1.0,7.0,0,0
operating,3.0,9884863.0,,1.0,8.0,0,0
operating,,,,,2.0,0,0
operating,,,1.0,1.0,1.25,0,0
operating,1.0,2000000.0,,,7.0,0,0
operating,,,,,7.0,0,0
operating,,,1.0,4.0,2.0,0,0
operating,,,1.0,3.0,19.25,0,0
operating,,,1.0,,7.0,0,0
operating,,,,,7.0,0,0
operating,,,,6.0,7.0,0,0
operating,,,,,7.0,0,0
operating,,,,4.0,5.0,0,0
operating,,,,,7.0,0,0
operating,,,2.0,2.0,3.0,0,0
operating,,,1.0,3.0,7.21,0,0
operating,,,,,16.0,0,0
operating,,,,1.0,2.99,0,0
operating,,,,,13.33,0,0
operating,,,1.0,2.0,1.58,0,0
operating,,,,,20.0,0,0
operating,,,1.0,2.0,1.79,0,0
ipo,,,,,7.0,1,1
operating,,,,,13.36,0,0
operating,,,1.0,3.0,7.0,0,0
operating,2.0,552167.0,,,7.0,0,0
operating,1.0,400000.0,,3.0,7.0,0,0
closed,1.0,2000000.0,2.0,7.0,7.0,0,0
operating,,,,2.0,7.0,0,0
operating,1.0,9721630.0,,4.0,7.0,0,0
operating,1.0,650000.0,,2.0,7.0,0,0
operating,,,,,49.91,0,0
operating,,,1.0,3.0,7.0,0,0
operating,1.0,3000000.0,,3.0,7.0,0,0
operating,1.0,143600.0,,1.0,2.0,0,0
operating,1.0,60000.0,,,3.0,0,0
operating,,,1.0,1.0,24.0,0,0
operating,1.0,5000000.0,,3.0,6.0,0,0
operating,,,,,7.0,0,0
operating,,,,,27.0,0,0
operating,1.0,2950000.0,,1.0,7.0,0,0
operating,,,1.0,,7.0,0,0
operating,,,,,3.0,0,0
operating,,,,,7.0,0,0
operating,1.0,2050000.0,,2.0,4.0,0,0
operating,1.0,55000.0,,3.0,6.0,0,0
